Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Dept Code,Level
2777,IT,Male,40,Engineer,03:05.6,4,High School,4,8400,54,41,28,9,50,5,6,0,2.62,TRUE,D01,Level 1
2778,Marketing,Female,24,Technician,03:05.6,9,High School,2,4200,52,9,8,12,25,17,57,0,2.5,TRUE,D07,Level 4
2779,Marketing,Female,26,Technician,03:05.6,1,Master,1,3850,54,43,4,13,100,9,62,1,2.56,FALSE,D07,Level 4
2780,Legal,Male,49,Engineer,03:05.6,0,Bachelor,2,7200,55,13,11,13,100,9,94,2,2.55,FALSE,#N/A,Level 1
2781,Legal,Female,26,Manager,03:05.6,2,High School,2,7200,53,48,26,0,50,2,26,0,3.15,FALSE,#N/A,Level 4
2782,Operations,Female,30,Specialist,03:05.6,1,Master,2,5400,31,7,13,3,25,3,7,0,2.87,FALSE,D09,Level 4
2783,Finance,Female,43,Developer,03:05.6,8,Master,1,5500,35,38,0,10,25,12,48,2,4.84,FALSE,D02,Level 1
2784,Finance,Other,55,Developer,03:05.6,4,High School,2,6000,41,33,10,1,50,16,24,1,1.1,FALSE,D02,Level 1
2785,Sales,Other,48,Developer,03:05.6,6,Master,2,6000,55,13,0,10,50,16,97,0,3.12,FALSE,D08,Level 1
2786,Marketing,Female,60,Developer,03:05.6,3,Master,5,7500,39,5,19,7,0,3,63,2,2.15,FALSE,D07,Level 1
2787,Customer Support,Female,44,Manager,03:05.6,6,Bachelor,2,7200,30,16,23,3,50,6,72,2,1.55,FALSE,D03,Level 4
2788,Operations,Male,22,Specialist,03:05.6,0,High School,2,5400,53,5,27,3,25,4,83,2,1.2,FALSE,D09,Level 4
2789,Marketing,Male,49,Manager,03:05.6,0,Bachelor,3,7800,47,11,24,5,50,8,19,2,1.93,FALSE,D07,Level 4
2790,Operations,Female,53,Consultant,03:05.6,0,Bachelor,2,6600,49,33,29,8,75,4,65,0,1.66,FALSE,D09,Level 1
2791,Legal,Male,47,Analyst,03:05.6,3,High School,4,5600,43,37,5,12,75,6,69,2,3.46,FALSE,#N/A,Level 1
2792,Operations,Female,44,Engineer,03:05.6,1,Bachelor,1,6600,35,24,19,7,50,18,27,2,2.82,FALSE,D09,Level 1
2793,Operations,Male,29,Manager,03:05.6,6,Bachelor,4,8400,34,34,1,6,75,2,99,2,3.57,FALSE,D09,Level 4
2794,Legal,Female,46,Engineer,03:05.6,6,High School,2,7200,34,10,9,7,50,19,8,0,2.22,FALSE,#N/A,Level 1
2795,Marketing,Female,50,Consultant,03:05.6,7,Bachelor,4,7700,50,38,25,1,100,18,60,0,3.79,TRUE,D07,Level 1
2796,Sales,Male,49,Engineer,03:05.6,2,Bachelor,1,6600,49,31,12,0,0,7,55,0,4.75,FALSE,D08,Level 1
2797,Legal,Female,52,Technician,03:05.6,5,Master,1,3850,53,33,16,11,0,3,99,1,4.8,FALSE,#N/A,Level 4
2798,Engineering,Male,25,Specialist,03:05.6,5,High School,4,6300,31,21,0,7,100,15,50,0,2.33,FALSE,D04,Level 4
2799,Marketing,Male,32,Engineer,03:05.6,2,Bachelor,4,8400,37,10,16,4,100,6,0,0,4.91,TRUE,D07,Level 1
2800,HR,Male,50,Technician,03:05.6,4,Bachelor,1,3850,44,27,9,11,50,8,15,0,3.22,FALSE,D05,Level 4
2801,Marketing,Other,56,Manager,03:05.6,4,Bachelor,4,8400,37,42,0,1,75,11,17,0,1.92,FALSE,D07,Level 4
2802,Marketing,Male,51,Engineer,03:05.6,2,Bachelor,1,6600,56,15,12,1,0,8,17,0,4.55,FALSE,D07,Level 1
2803,Customer Support,Male,48,Engineer,03:05.6,2,High School,3,7800,50,13,0,4,100,5,47,0,2.22,FALSE,D03,Level 1
2804,Engineering,Female,35,Consultant,03:05.6,5,Bachelor,3,7150,48,30,17,8,100,3,57,2,3.71,FALSE,D04,Level 1
2805,Customer Support,Female,33,Manager,03:05.6,4,Bachelor,2,7200,57,24,22,11,100,2,48,0,1.7,FALSE,D03,Level 4
2806,Legal,Female,54,Manager,03:05.6,3,High School,2,7200,34,14,9,14,25,12,30,2,1.84,FALSE,#N/A,Level 4
2807,Operations,Female,33,Specialist,03:05.6,1,High School,1,4950,49,17,28,9,0,10,36,2,1.91,TRUE,D09,Level 4
2808,Sales,Male,47,Manager,03:05.6,6,Bachelor,1,6600,37,3,20,2,0,12,93,1,4.53,FALSE,D08,Level 4
2809,HR,Male,30,Analyst,03:05.6,0,Bachelor,3,5200,53,48,16,5,25,9,63,1,4.81,FALSE,D05,Level 1
2810,Operations,Male,28,Consultant,03:05.6,6,High School,1,6050,57,14,13,13,0,10,36,2,3.41,TRUE,D09,Level 1
2811,Customer Support,Male,27,Specialist,03:05.6,5,Master,4,6300,58,38,6,3,100,9,63,2,2.84,FALSE,D03,Level 4
2812,Marketing,Male,33,Consultant,03:05.6,2,Bachelor,2,6600,53,16,22,7,75,8,10,1,4.18,FALSE,D07,Level 1
2813,IT,Female,32,Specialist,03:05.6,5,Bachelor,5,6750,35,41,8,0,50,4,92,0,4.25,FALSE,D01,Level 4
2814,IT,Female,49,Analyst,03:05.6,3,Bachelor,4,5600,59,24,1,12,50,18,75,0,2.6,FALSE,D01,Level 1
2815,Sales,Other,32,Engineer,03:05.6,8,Bachelor,5,9000,43,48,5,13,25,9,55,0,4.54,FALSE,D08,Level 1
2816,IT,Female,47,Specialist,03:05.6,4,Bachelor,2,5400,57,6,24,12,0,3,81,1,2.94,FALSE,D01,Level 4
2817,Marketing,Male,35,Specialist,03:05.6,2,Bachelor,1,4950,53,6,18,2,100,12,26,2,2.24,FALSE,D07,Level 4
2818,HR,Male,22,Analyst,03:05.6,9,High School,4,5600,45,10,29,1,50,9,17,2,2.51,FALSE,D05,Level 1
2819,Marketing,Male,55,Consultant,03:05.6,7,High School,2,6600,47,37,21,3,25,16,53,1,2.52,TRUE,D07,Level 1
2820,Customer Support,Male,40,Specialist,03:05.6,1,Bachelor,1,4950,51,36,27,8,25,18,33,0,1.48,FALSE,D03,Level 4
2821,Sales,Female,41,Engineer,03:05.6,1,Bachelor,3,7800,39,37,27,4,50,4,39,1,1.92,FALSE,D08,Level 1
2822,HR,Female,23,Engineer,03:05.6,5,Bachelor,2,7200,42,19,28,2,50,11,32,1,2.27,FALSE,D05,Level 1
2823,Customer Support,Female,30,Specialist,03:05.6,5,Bachelor,3,5850,41,6,19,11,50,15,12,0,4.05,FALSE,D03,Level 4
2824,Operations,Male,57,Specialist,03:05.6,6,Master,3,5850,36,19,26,12,75,1,97,2,3.59,FALSE,D09,Level 4
2825,Finance,Female,23,Consultant,03:05.6,9,PhD,4,7700,33,45,7,13,100,5,66,1,1.33,TRUE,D02,Level 1
2826,Operations,Female,49,Developer,03:05.6,7,Bachelor,2,6000,54,10,25,4,100,10,23,1,2.7,FALSE,D09,Level 1
2827,IT,Female,56,Developer,03:05.6,2,High School,3,6500,44,10,28,10,50,18,52,2,3.03,FALSE,D01,Level 1
2828,Sales,Female,31,Analyst,03:05.6,7,Bachelor,3,5200,44,27,20,14,25,13,10,0,2.3,FALSE,D08,Level 1
2829,Marketing,Female,44,Analyst,03:05.6,1,PhD,4,5600,53,14,5,10,75,5,54,1,2.19,FALSE,D07,Level 1
2830,Marketing,Male,36,Technician,03:05.6,6,High School,3,4550,49,20,10,10,100,14,70,2,1.66,FALSE,D07,Level 4
2831,Operations,Male,54,Consultant,03:05.6,1,Master,1,6050,58,29,17,5,50,4,12,0,1.11,TRUE,D09,Level 1
2832,Legal,Female,49,Developer,03:05.6,0,High School,1,5500,42,29,28,12,75,14,45,1,4.5,FALSE,#N/A,Level 1
2833,Engineering,Female,30,Manager,03:05.6,1,Bachelor,3,7800,50,7,19,0,50,15,90,0,1.57,FALSE,D04,Level 4
2834,Finance,Male,55,Consultant,03:05.6,1,Bachelor,1,6050,34,8,10,5,50,6,90,0,1.21,FALSE,D02,Level 1
2835,HR,Female,27,Specialist,03:05.6,1,Master,3,5850,58,30,17,0,75,9,0,0,1.51,TRUE,D05,Level 4
2836,HR,Female,49,Engineer,03:05.6,0,High School,3,7800,50,9,28,3,100,13,55,2,2.18,FALSE,D05,Level 1
2837,Operations,Female,22,Specialist,03:05.6,9,Bachelor,2,5400,43,21,25,9,75,9,26,0,2.38,FALSE,D09,Level 4
2838,Legal,Female,47,Analyst,03:05.6,7,Master,4,5600,34,34,17,4,75,7,39,2,1.64,FALSE,#N/A,Level 1
2839,Engineering,Male,41,Engineer,03:05.6,4,High School,1,6600,53,45,25,5,25,2,31,1,3.08,FALSE,D04,Level 1
2840,Customer Support,Male,58,Engineer,03:05.6,6,PhD,2,7200,45,28,2,13,0,13,57,2,3.56,FALSE,D03,Level 1
2841,Legal,Female,29,Engineer,03:05.6,7,High School,2,7200,47,10,13,11,50,12,31,1,4.51,FALSE,#N/A,Level 1
2842,Marketing,Female,25,Analyst,03:05.6,8,Master,3,5200,35,1,17,0,50,3,92,1,2.24,FALSE,D07,Level 1
2843,Finance,Female,24,Specialist,03:05.6,8,Bachelor,1,4950,56,34,26,2,0,10,44,2,4.73,TRUE,D02,Level 4
2844,Sales,Other,38,Analyst,03:05.6,5,Bachelor,2,4800,54,35,5,10,0,4,40,0,2.18,FALSE,D08,Level 1
2845,HR,Female,28,Analyst,03:05.6,4,Bachelor,4,5600,43,10,21,3,0,1,86,0,3.89,TRUE,D05,Level 1
2846,IT,Female,50,Engineer,03:05.6,1,Bachelor,1,6600,52,25,29,14,0,13,97,1,3.99,FALSE,D01,Level 1
2847,Legal,Other,53,Developer,03:05.6,6,Master,1,5500,43,40,2,7,25,14,73,1,3.53,FALSE,#N/A,Level 1
2848,Customer Support,Male,49,Engineer,03:05.6,4,Bachelor,5,9000,30,29,1,14,75,17,4,0,1.14,FALSE,D03,Level 1
2849,Marketing,Female,33,Specialist,03:05.6,6,High School,1,4950,55,39,3,14,50,16,59,1,1.96,FALSE,D07,Level 4
2850,IT,Female,42,Specialist,03:05.6,8,Bachelor,4,6300,59,40,13,5,100,8,86,1,4.15,FALSE,D01,Level 4
2851,Customer Support,Female,26,Technician,03:05.6,8,Bachelor,5,5250,43,27,11,1,100,1,11,2,4.42,FALSE,D03,Level 4
2852,IT,Female,24,Specialist,03:05.6,7,Bachelor,5,6750,30,4,26,6,75,8,68,2,3.68,FALSE,D01,Level 4
2853,Sales,Male,22,Developer,03:05.6,2,Master,5,7500,56,26,18,9,50,16,55,0,1.89,FALSE,D08,Level 1
2854,IT,Female,44,Analyst,03:05.6,1,Master,4,5600,40,46,11,0,75,8,15,0,1.67,TRUE,D01,Level 1
2855,Operations,Male,26,Developer,03:05.6,5,Bachelor,5,7500,43,35,10,13,100,2,20,1,3.96,FALSE,D09,Level 1
2856,IT,Male,55,Technician,03:05.6,9,Bachelor,1,3850,52,11,2,8,0,11,90,2,3.51,FALSE,D01,Level 4
2857,Sales,Male,33,Specialist,03:05.6,1,Bachelor,5,6750,41,1,11,3,75,12,11,2,2.45,FALSE,D08,Level 4
2858,Engineering,Female,34,Analyst,03:05.6,4,Bachelor,3,5200,47,0,12,2,0,8,91,2,4.6,FALSE,D04,Level 1
2859,Operations,Female,39,Consultant,03:05.6,2,Master,1,6050,36,27,11,14,0,19,37,2,4.7,FALSE,D09,Level 1
2860,Finance,Male,43,Technician,03:05.6,8,Bachelor,5,5250,42,7,17,2,100,4,76,1,3.96,TRUE,D02,Level 4
2861,HR,Female,52,Developer,03:05.6,5,Bachelor,3,6500,55,44,7,5,25,11,64,1,1.19,FALSE,D05,Level 1
2862,Customer Support,Female,34,Consultant,03:05.6,9,Bachelor,3,7150,59,10,27,6,50,8,44,1,4.5,FALSE,D03,Level 1
2863,Engineering,Male,59,Specialist,03:05.6,8,High School,4,6300,35,39,16,4,75,6,44,2,4.01,FALSE,D04,Level 4
2864,Sales,Male,39,Technician,03:05.6,8,PhD,4,4900,48,49,29,7,25,11,98,2,2.31,FALSE,D08,Level 4
2865,Finance,Female,34,Consultant,03:05.6,5,High School,2,6600,48,2,15,2,75,14,10,2,4.64,FALSE,D02,Level 1
2866,Operations,Male,38,Technician,03:05.6,2,High School,1,3850,56,10,24,6,50,15,70,1,3.38,FALSE,D09,Level 4
2867,Marketing,Female,49,Analyst,03:05.6,4,Bachelor,4,5600,33,38,0,1,75,8,68,2,1.78,FALSE,D07,Level 1
2868,Marketing,Male,50,Analyst,03:05.6,2,Bachelor,5,6000,43,43,2,13,50,11,86,1,3.87,FALSE,D07,Level 1
2869,Operations,Female,32,Consultant,03:05.6,2,High School,2,6600,47,7,18,12,50,7,26,0,2.8,FALSE,D09,Level 1
2870,IT,Male,30,Developer,03:05.6,3,Bachelor,2,6000,36,27,23,13,100,10,34,0,4.8,TRUE,D01,Level 1
2871,Finance,Female,23,Manager,03:05.6,8,Bachelor,1,6600,30,26,6,10,50,14,99,0,3.36,FALSE,D02,Level 4
2872,Finance,Female,33,Specialist,03:05.6,4,Bachelor,1,4950,47,35,16,0,50,5,73,2,1.32,FALSE,D02,Level 4
2873,Finance,Male,50,Consultant,03:05.6,6,High School,2,6600,30,32,11,2,50,8,17,0,3.33,FALSE,D02,Level 1
2874,Marketing,Male,35,Engineer,03:05.6,3,Master,2,7200,51,48,17,6,25,4,79,2,3.41,FALSE,D07,Level 1
2875,Sales,Male,38,Developer,03:05.6,1,High School,5,7500,55,19,28,2,50,11,79,1,2.86,TRUE,D08,Level 1
2876,Customer Support,Male,38,Consultant,03:05.6,4,Bachelor,2,6600,30,23,18,11,75,15,65,0,1.43,FALSE,D03,Level 1
2877,Engineering,Female,28,Developer,03:05.6,0,High School,4,7000,37,43,0,2,100,1,17,0,3.89,FALSE,D04,Level 1
2878,Finance,Female,38,Technician,03:05.6,6,High School,1,3850,54,40,9,14,75,16,58,2,2.65,FALSE,D02,Level 4
2879,IT,Male,35,Specialist,03:05.6,8,Bachelor,2,5400,42,8,24,1,25,8,19,2,1.83,FALSE,D01,Level 4
2880,Engineering,Male,50,Analyst,03:05.6,4,Bachelor,1,4400,34,3,5,2,100,1,68,1,1.32,TRUE,D04,Level 1
2881,Legal,Female,43,Consultant,03:05.6,8,High School,2,6600,53,36,5,3,25,18,27,1,4.7,TRUE,#N/A,Level 1
2882,Finance,Female,48,Analyst,03:05.6,0,Bachelor,1,4400,45,25,16,11,75,18,78,0,3.88,FALSE,D02,Level 1
2883,Customer Support,Female,23,Specialist,03:05.6,8,High School,1,4950,34,29,9,6,75,1,77,2,2.4,FALSE,D03,Level 4
2884,Marketing,Male,29,Analyst,03:05.6,2,High School,1,4400,41,31,11,7,0,9,33,0,2.24,FALSE,D07,Level 1
2885,Customer Support,Female,29,Developer,03:05.6,9,High School,1,5500,57,45,5,6,25,16,23,2,4.24,FALSE,D03,Level 1
2886,HR,Female,47,Developer,03:05.6,2,Master,2,6000,58,35,13,13,50,5,59,0,3.76,FALSE,D05,Level 1
2887,Marketing,Male,32,Technician,03:05.6,6,Master,3,4550,40,19,24,5,0,18,40,2,4.45,FALSE,D07,Level 4
2888,Sales,Female,33,Specialist,03:05.6,5,Bachelor,1,4950,55,33,23,11,100,14,80,0,4.73,TRUE,D08,Level 4
2889,Sales,Female,44,Technician,03:05.6,4,High School,2,4200,41,26,23,3,25,15,11,0,1.85,FALSE,D08,Level 4
2890,Customer Support,Female,37,Developer,03:05.6,8,Master,5,7500,57,11,17,13,0,2,84,1,3.37,TRUE,D03,Level 1
2891,HR,Male,47,Engineer,03:05.6,3,Master,1,6600,52,34,16,4,0,11,46,0,2.72,TRUE,D05,Level 1
2892,Marketing,Female,24,Manager,03:05.6,4,Bachelor,2,7200,36,19,16,3,75,12,46,1,2.43,FALSE,D07,Level 4
2893,HR,Male,60,Developer,03:05.6,4,Bachelor,5,7500,32,11,21,2,75,2,20,2,3.29,TRUE,D05,Level 1
2894,Sales,Female,44,Engineer,03:05.6,5,Master,1,6600,40,9,13,1,25,12,29,2,1.3,FALSE,D08,Level 1
2895,Finance,Male,57,Consultant,03:05.6,4,Master,4,7700,58,42,17,6,75,19,62,2,1.47,FALSE,D02,Level 1
2896,IT,Other,22,Technician,03:05.6,8,Bachelor,5,5250,49,5,24,11,50,19,54,2,2.47,FALSE,D01,Level 4
2897,Engineering,Female,41,Consultant,03:05.6,2,High School,4,7700,42,2,13,7,75,5,73,0,2.01,FALSE,D04,Level 1
2898,Operations,Female,39,Specialist,03:05.6,3,Master,2,5400,59,26,1,5,0,4,8,0,2.68,FALSE,D09,Level 4
2899,Legal,Female,34,Analyst,03:05.6,3,High School,1,4400,45,12,20,10,75,8,90,1,2.08,FALSE,#N/A,Level 1
2900,HR,Female,31,Engineer,03:05.6,4,High School,4,8400,47,43,8,3,75,9,96,0,1.43,FALSE,D05,Level 1
2901,HR,Female,49,Analyst,03:05.6,2,High School,3,5200,30,31,22,14,100,2,40,1,2.14,FALSE,D05,Level 1
2902,Marketing,Female,48,Manager,03:05.6,3,High School,4,8400,31,6,15,8,50,15,19,1,2.85,FALSE,D07,Level 4
2903,HR,Male,32,Technician,03:05.6,0,Bachelor,3,4550,39,10,19,5,100,10,62,0,1.59,FALSE,D05,Level 4
2904,Sales,Other,24,Manager,03:05.6,3,Master,2,7200,38,45,16,4,25,11,84,2,4.2,TRUE,D08,Level 4
2905,Marketing,Male,38,Engineer,03:05.6,1,PhD,4,8400,51,45,11,2,50,9,74,2,4.21,TRUE,D07,Level 1
2906,Customer Support,Female,34,Manager,03:05.6,8,Bachelor,4,8400,59,27,6,12,75,14,16,0,2.36,FALSE,D03,Level 4
2907,Marketing,Male,42,Manager,03:05.6,3,High School,1,6600,35,23,6,6,0,13,88,1,1.51,FALSE,D07,Level 4
2908,Finance,Female,49,Engineer,03:05.6,5,High School,2,7200,60,10,29,6,75,15,82,1,2.36,TRUE,D02,Level 1
2909,Customer Support,Female,34,Manager,03:05.6,9,PhD,5,9000,32,22,17,2,100,8,13,0,4.61,FALSE,D03,Level 4
2910,IT,Male,24,Consultant,03:05.6,5,PhD,4,7700,52,3,14,7,50,9,38,2,1.95,FALSE,D01,Level 1
2911,HR,Male,54,Analyst,03:05.6,1,Master,2,4800,39,39,9,0,75,5,94,2,4.41,FALSE,D05,Level 1
2912,Marketing,Female,33,Engineer,03:05.6,5,Bachelor,4,8400,51,3,14,7,100,11,18,2,4.14,FALSE,D07,Level 1
2913,HR,Male,33,Technician,03:05.6,4,High School,2,4200,55,36,17,0,25,18,28,1,3.4,FALSE,D05,Level 4
2914,Legal,Female,48,Engineer,03:05.6,0,Bachelor,3,7800,43,47,23,7,100,6,61,0,4.19,FALSE,#N/A,Level 1
2915,Finance,Male,22,Manager,03:05.6,9,High School,3,7800,40,37,9,1,0,16,43,0,1.19,FALSE,D02,Level 4
2916,Marketing,Male,28,Analyst,03:05.6,0,Master,1,4400,38,1,28,10,0,2,66,2,1.4,FALSE,D07,Level 1
2917,Legal,Female,22,Analyst,03:05.6,0,High School,2,4800,37,29,15,13,0,10,26,1,4.28,FALSE,#N/A,Level 1
2918,HR,Female,30,Engineer,03:05.6,5,Bachelor,5,9000,54,23,21,10,75,7,99,2,2,FALSE,D05,Level 1
2919,Marketing,Female,58,Developer,03:05.6,8,Bachelor,3,6500,51,20,7,9,100,15,83,1,3.42,FALSE,D07,Level 1
2920,Customer Support,Female,44,Analyst,03:05.6,8,Bachelor,2,4800,42,7,13,8,75,13,24,0,1.02,FALSE,D03,Level 1
2921,Marketing,Female,29,Technician,03:05.6,2,Master,4,4900,51,15,0,8,0,16,2,0,3.94,TRUE,D07,Level 4
2922,Operations,Female,24,Developer,03:05.6,7,Master,3,6500,58,38,1,14,0,18,58,2,1.17,TRUE,D09,Level 1
2923,Sales,Male,48,Specialist,03:05.6,6,PhD,5,6750,48,9,18,13,50,7,68,2,4.37,FALSE,D08,Level 4
2924,HR,Male,60,Analyst,03:05.6,4,PhD,1,4400,41,35,4,5,75,9,56,0,2.92,FALSE,D05,Level 1
2925,IT,Female,53,Manager,03:05.6,4,High School,5,9000,31,35,11,3,100,11,92,2,1.79,FALSE,D01,Level 4
2926,Engineering,Male,32,Technician,03:05.6,6,Master,4,4900,57,6,3,4,100,19,69,1,1.11,FALSE,D04,Level 4
2927,Customer Support,Male,34,Analyst,03:05.6,9,Master,3,5200,34,37,18,4,0,13,65,2,2.81,FALSE,D03,Level 1
2928,Finance,Female,44,Specialist,03:05.6,0,Bachelor,5,6750,60,15,24,13,50,15,97,0,4.77,FALSE,D02,Level 4
2929,HR,Male,53,Engineer,03:05.6,4,Bachelor,4,8400,55,44,16,4,100,19,33,2,3.25,TRUE,D05,Level 1
2930,Sales,Female,51,Consultant,03:05.6,2,Master,3,7150,56,6,11,3,100,3,50,0,1.12,FALSE,D08,Level 1
2931,Engineering,Female,43,Specialist,03:05.6,9,Bachelor,3,5850,56,8,25,14,75,5,72,1,2.49,FALSE,D04,Level 4
2932,Legal,Female,25,Engineer,03:05.6,1,Bachelor,1,6600,44,2,19,8,100,3,53,1,1.97,FALSE,#N/A,Level 1
2933,Operations,Female,29,Manager,03:05.6,2,Bachelor,3,7800,47,32,1,3,75,14,19,2,2.53,FALSE,D09,Level 4
2934,Engineering,Female,51,Manager,03:05.6,2,Bachelor,5,9000,59,8,13,1,25,11,2,1,3.04,FALSE,D04,Level 4
2935,Sales,Female,35,Technician,03:05.6,2,Bachelor,1,3850,35,2,8,12,25,12,35,2,2.13,FALSE,D08,Level 4
2936,Sales,Female,26,Consultant,03:05.6,8,High School,3,7150,41,5,8,2,50,9,98,1,1.88,FALSE,D08,Level 1
2937,Operations,Male,48,Developer,03:05.6,3,Bachelor,4,7000,60,49,0,3,25,5,17,2,3.04,FALSE,D09,Level 1
2938,Operations,Male,28,Specialist,03:05.6,1,Bachelor,3,5850,33,49,28,6,75,12,26,2,1.71,FALSE,D09,Level 4
2939,Legal,Female,40,Specialist,03:05.6,2,High School,4,6300,44,40,19,2,25,3,75,2,3.96,FALSE,#N/A,Level 4
2940,Customer Support,Female,29,Analyst,03:05.6,4,Bachelor,3,5200,46,41,22,2,100,14,96,2,1.43,FALSE,D03,Level 1
2941,HR,Male,50,Consultant,03:05.6,7,High School,3,7150,36,6,24,3,50,1,92,1,1.21,FALSE,D05,Level 1
2942,IT,Male,48,Technician,03:05.6,1,Master,5,5250,31,39,3,5,25,10,49,2,1.04,FALSE,D01,Level 4
2943,Engineering,Female,58,Developer,03:05.6,8,Bachelor,2,6000,40,32,5,8,0,11,91,2,2.19,FALSE,D04,Level 1
2944,Sales,Female,57,Consultant,03:05.6,1,Bachelor,3,7150,37,8,19,8,100,4,77,0,1.49,TRUE,D08,Level 1
2945,Marketing,Female,59,Consultant,03:05.6,3,Bachelor,1,6050,43,15,22,1,25,11,96,2,1.48,FALSE,D07,Level 1
2946,Marketing,Male,27,Consultant,03:05.6,0,High School,2,6600,36,38,2,7,0,19,24,1,1.56,FALSE,D07,Level 1
2947,IT,Female,58,Technician,03:05.6,2,Bachelor,5,5250,50,21,17,6,50,6,79,2,3.43,FALSE,D01,Level 4
2948,Marketing,Male,52,Developer,03:05.6,4,Master,2,6000,55,19,14,0,50,2,80,1,2.1,FALSE,D07,Level 1
2949,Marketing,Male,36,Developer,03:05.6,9,High School,2,6000,30,13,6,12,50,12,62,2,3.66,FALSE,D07,Level 1
2950,Finance,Female,42,Engineer,03:05.6,5,Bachelor,5,9000,51,19,17,12,75,4,15,0,4.2,FALSE,D02,Level 1
2951,Marketing,Female,27,Analyst,03:05.6,7,High School,1,4400,53,31,17,9,50,19,40,0,1.69,FALSE,D07,Level 1
2952,IT,Male,53,Analyst,03:05.6,9,Bachelor,5,6000,55,36,2,1,100,12,84,1,3.49,FALSE,D01,Level 1
2953,Legal,Female,57,Analyst,03:05.6,2,High School,4,5600,41,3,21,6,100,16,88,0,1.91,FALSE,#N/A,Level 1
2954,Sales,Male,46,Manager,03:05.6,4,Bachelor,5,9000,52,31,27,5,25,11,43,2,4.54,FALSE,D08,Level 4
2955,Operations,Male,45,Developer,03:05.6,3,Bachelor,2,6000,46,13,15,13,100,14,73,0,3.84,FALSE,D09,Level 1
2956,Sales,Female,32,Consultant,03:05.6,0,High School,1,6050,42,47,27,14,50,18,95,2,2.61,FALSE,D08,Level 1
2957,IT,Female,37,Engineer,03:05.6,5,Bachelor,2,7200,30,7,9,9,100,10,27,1,1.18,TRUE,D01,Level 1
2958,Legal,Male,27,Analyst,03:05.6,8,High School,4,5600,58,37,26,5,50,19,40,2,3.02,FALSE,#N/A,Level 1
2959,HR,Male,30,Developer,03:05.6,8,High School,1,5500,40,23,24,7,50,6,11,0,2.43,FALSE,D05,Level 1
2960,Legal,Female,34,Technician,03:05.6,5,Bachelor,3,4550,34,20,24,10,50,10,3,2,4.62,FALSE,#N/A,Level 4
2961,Sales,Female,40,Manager,03:05.6,7,Bachelor,3,7800,54,29,29,12,0,6,42,1,4.25,FALSE,D08,Level 4
2962,Legal,Male,42,Engineer,03:05.6,2,Master,3,7800,47,42,28,6,75,7,85,0,2.7,TRUE,#N/A,Level 1
2963,Customer Support,Female,36,Manager,03:05.6,7,Bachelor,1,6600,43,41,3,11,50,13,87,2,2.79,FALSE,D03,Level 4
2964,Operations,Female,44,Analyst,03:05.6,3,Bachelor,5,6000,41,34,1,11,25,11,26,2,3.58,TRUE,D09,Level 1
2965,Customer Support,Male,50,Engineer,03:05.6,0,Master,2,7200,45,27,14,4,25,1,83,2,1.85,FALSE,D03,Level 1
2966,Customer Support,Male,31,Engineer,03:05.6,3,Bachelor,4,8400,34,6,17,0,25,19,5,0,1.66,FALSE,D03,Level 1
2967,Marketing,Female,30,Consultant,03:05.6,1,Bachelor,2,6600,51,9,14,2,0,1,34,2,4.14,FALSE,D07,Level 1
2968,Legal,Female,50,Consultant,03:05.6,2,Master,2,6600,52,7,21,2,0,6,36,2,4.58,FALSE,#N/A,Level 1
2969,Operations,Female,23,Consultant,03:05.6,2,High School,1,6050,54,34,27,3,25,14,45,2,3.02,FALSE,D09,Level 1
2970,Operations,Female,37,Developer,03:05.6,0,High School,1,5500,47,38,2,12,100,10,3,0,3.75,FALSE,D09,Level 1
2971,Engineering,Female,30,Engineer,03:05.6,6,Bachelor,4,8400,58,10,29,11,100,2,74,1,1.28,FALSE,D04,Level 1
2972,Marketing,Male,54,Analyst,03:05.6,4,Bachelor,2,4800,32,16,4,8,50,12,20,1,3.93,FALSE,D07,Level 1
2973,Legal,Male,46,Consultant,03:05.6,2,Master,4,7700,31,41,22,3,0,9,99,1,4.17,FALSE,#N/A,Level 1
2974,Operations,Male,38,Technician,03:05.6,0,Bachelor,4,4900,60,14,26,14,0,15,11,0,1.49,TRUE,D09,Level 4
2975,Engineering,Male,47,Manager,03:05.6,3,High School,3,7800,41,47,26,7,50,9,14,0,3.52,FALSE,D04,Level 4
2976,IT,Female,59,Technician,03:05.6,6,Bachelor,2,4200,41,46,20,6,50,3,38,0,3.19,FALSE,D01,Level 4
2977,Operations,Female,40,Technician,03:05.6,5,High School,5,5250,39,30,3,8,75,14,50,1,4.75,FALSE,D09,Level 4
2978,Legal,Female,23,Developer,03:05.6,8,Bachelor,3,6500,31,34,21,12,100,6,2,2,2.31,FALSE,#N/A,Level 1
2979,Legal,Male,28,Consultant,03:05.6,7,Master,4,7700,33,0,14,10,75,14,54,0,2.73,FALSE,#N/A,Level 1
2980,Finance,Male,41,Consultant,03:05.6,9,Bachelor,4,7700,41,47,9,2,25,6,88,1,3.98,FALSE,D02,Level 1
